pos	token_id	cosine	argmax_ref	argmax_apr	argmax_match	max_abs_diff	ref_top1_top2_gap	apr_rank_of_ref_argmax	apr_gap_to_ref_argmax
0	784	0.997571	1407	1407	True	1.318911	2.091211	1	0.000000
1	1407	0.997009	476	476	True	1.316647	4.664885	1	0.000000
2	476	0.997233	12143	12143	True	0.917486	0.082539	1	0.000000
3	49416	0.998417	476	476	True	1.130094	2.288965	1	0.000000
4	476	0.998092	17945	17945	True	0.923347	0.302311	1	0.000000
5	17945	0.999131	26	26	True	0.690731	7.328242	1	0.000000
6	26	0.998446	271	271	True	0.953787	0.642654	1	0.000000
7	271	0.996110	2490	2490	True	1.039678	2.516626	1	0.000000
8	2490	0.998940	19892	57833	False	0.928141	0.038839	3	0.307863
9	4356	0.998332	279	279	True	0.781018	2.686886	1	0.000000
10	1204	0.998582	1599	1599	True	0.729181	5.668797	1	0.000000
11	3428	0.998847	1754	1754	True	0.676639	0.340050	1	0.000000
12	1754	0.999255	3299	3542	False	0.581083	0.088924	2	0.038734
13	3299	0.999114	7701	7701	True	0.683294	1.960686	1	0.000000
14	7701	0.999044	303	303	True	0.714328	3.373558	1	0.000000
15	11	0.999012	321	321	True	0.566664	0.414911	1	0.000000
16	29890	0.999331	1105	1105	True	0.648672	1.478172	1	0.000000
17	1105	0.999011	321	321	True	0.847111	0.251007	1	0.000000
18	13	0.999189	198	198	True	0.747462	6.050314	1	0.000000
19	198	0.996802	2490	2490	True	1.000341	3.810047	1	0.000000
20	9299	0.998912	5003	5003	True	0.838218	3.678846	1	0.000000
21	5003	0.999048	1698	1698	True	0.654857	1.046503	1	0.000000
22	3299	0.998874	3079	3079	True	0.706574	0.857492	1	0.000000
23	25146	0.999200	5216	5216	True	0.866733	0.473862	1	0.000000
24	7008	0.998502	25	25	True	0.791965	7.359289	1	0.000000
25	25	0.998564	594	594	True	0.950128	5.390564	1	0.000000
26	594	0.997764	485	485	True	0.873878	8.376686	1	0.000000
27	485	0.996587	8	8	True	0.952771	4.038052	1	0.000000
28	8	0.997871	1411	1411	True	1.063247	5.851873	1	0.000000
29	1411	0.998824	10215	10215	True	1.012299	5.106166	1	0.000000
30	10215	0.997479	3353	3353	True	0.951418	3.170389	1	0.000000
31	3353	0.998399	11	11	True	0.926664	5.578444	1	0.000000
32	11	0.998985	21609	21609	True	0.848956	1.043362	1	0.000000
33	21609	0.998681	29	29	True	0.867167	8.281424	1	0.000000
34	29	0.998626	313	313	True	0.996624	9.529404	1	0.000000
35	313	0.998258	198	198	True	0.986601	10.550919	1	0.000000
36	198	0.997366	262	262	True	1.301527	9.394947	1	0.000000
37	262	0.998947	1042	1042	True	0.777096	0.947878	1	0.000000
38	1042	0.999114	5041	5041	True	0.874701	1.985580	1	0.000000
39	5041	0.999197	3299	3299	True	0.652901	0.208473	1	0.000000
40	14159	0.998887	25	25	True	0.702717	0.423534	1	0.000000
41	283	0.998975	10215	10215	True	0.865715	6.130090	1	0.000000
42	10215	0.998120	476	476	True	0.770059	4.461174	1	0.000000
43	476	0.996779	902	902	True	1.149547	6.821423	1	0.000000
44	902	0.994483	2061	2061	True	1.694886	8.524797	1	0.000000
45	2061	0.997802	198	198	True	0.960586	1.692600	1	0.000000
46	198	0.997931	262	262	True	0.687116	1.511925	1	0.000000
47	262	0.998865	1042	1042	True	0.820805	1.089254	1	0.000000
48	364	0.999305	3299	3299	True	0.880175	1.187805	1	0.000000
49	3299	0.998992	303	303	True	0.747948	6.534294	1	0.000000
50	303	0.998883	1414	1414	True	0.987451	5.356787	1	0.000000
51	1414	0.998845	5121	5121	True	0.792725	2.470755	1	0.000000
52	5121	0.997978	83201	83201	True	1.080972	3.385155	1	0.000000
53	83201	0.996665	363	363	True	1.180828	4.680830	1	0.000000
54	363	0.998583	313	313	True	0.838297	8.755667	1	0.000000
55	313	0.997254	198	198	True	1.065040	9.774750	1	0.000000
56	198	0.997658	285	285	True	0.854351	8.967871	1	0.000000
57	285	0.998540	1042	413	False	0.894002	0.138132	2	0.168577
58	1042	0.998962	3299	3299	True	0.792160	0.939583	1	0.000000
59	1328	0.998455	283	283	True	0.794674	2.465536	1	0.000000
60	283	0.998956	3299	3299	True	0.826069	2.945412	1	0.000000
61	3299	0.998769	2312	2312	True	0.843781	2.541161	1	0.000000
62	15937	0.997607	973	973	True	1.020303	0.857908	1	0.000000
63	37072	0.997248	482	482	True	1.146434	0.796772	1	0.000000
64	21729	0.997627	66	66	True	1.199541	2.401215	1	0.000000
65	66	0.998042	91	91	True	1.307089	1.354631	1	0.000000
66	25	0.998908	1122	1122	True	0.971166	2.866655	1	0.000000
67	1122	0.998189	91	91	True	0.983117	3.639458	1	0.000000
68	91	0.998897	272	272	True	0.888294	1.942490	1	0.000000
69	729	0.997804	66	66	True	1.109215	2.901674	1	0.000000
70	66	0.998861	2011	2011	True	0.948496	6.943120	1	0.000000
71	2011	0.998489	48551	83201	False	0.752318	0.143108	2	0.140772
72	8158	0.998519	63569	63569	True	0.833989	0.523443	1	0.000000
73	63569	0.997678	13039	13039	True	0.868828	1.372337	1	0.000000
74	5822	0.997968	951	951	True	0.957827	3.954924	1	0.000000
75	951	0.997593	89923	89923	True	0.918430	0.304668	1	0.000000
76	89923	0.997894	2061	2061	True	0.922420	3.533848	1	0.000000
77	2061	0.998094	198	198	True	1.014153	6.193468	1	0.000000
78	198	0.997706	285	285	True	0.848787	8.389685	1	0.000000
79	285	0.998446	14159	14159	True	0.743494	0.229485	1	0.000000
80	413	0.998743	1042	1042	True	0.779444	1.000383	1	0.000000
81	1328	0.998774	2011	2011	True	0.758982	1.039181	1	0.000000
82	2011	0.998576	14683	14683	True	0.784978	5.351433	1	0.000000
83	14683	0.997776	363	363	True	0.908740	7.041157	1	0.000000
84	363	0.998302	313	313	True	0.815303	3.728827	1	0.000000
85	313	0.998591	198	198	True	0.813049	3.728552	1	0.000000
86	198	0.997836	309	309	True	0.845474	7.210554	1	0.000000
87	309	0.998947	2962	2962	True	0.709394	4.559942	1	0.000000
88	2962	0.998347	26	26	True	1.079689	4.397749	1	0.000000
89	26	0.998158	198	198	True	0.863320	3.522367	1	0.000000
90	198	0.997959	285	285	True	0.895464	11.347271	1	0.000000
91	285	0.998058	333	333	True	0.912021	7.697052	1	0.000000
92	333	0.998530	198	198	True	0.804130	4.316961	1	0.000000
93	198	0.998429	285	285	True	0.658921	5.980667	1	0.000000
94	285	0.998731	14159	14159	True	0.696222	1.807606	1	0.000000
95	348	0.998551	43365	43365	True	0.806409	5.622295	1	0.000000
96	43365	0.998876	23361	23361	True	0.828132	2.580418	1	0.000000
97	23361	0.997330	4702	4702	True	0.936445	4.294287	1	0.000000
98	4702	0.997742	553	553	True	1.149202	5.646719	1	0.000000
99	553	0.998101	269	269	True	0.898992	4.889626	1	0.000000
100	269	0.996322	17152	17152	True	1.196937	2.381769	1	0.000000
101	17152	0.997243	7	7	True	1.253939	2.374752	1	0.000000
102	7	0.998290	15	15	True	0.847497	4.189863	1	0.000000
103	15	0.998197	8	8	True	0.931981	6.994434	1	0.000000
104	8	0.998462	1373	1373	True	0.903240	3.221270	1	0.000000
105	1373	0.999034	220	220	True	0.921128	5.671389	1	0.000000
106	220	0.995985	16	16	True	1.038434	9.343672	1	0.000000
107	16	0.997854	26	26	True	1.003086	4.969587	1	0.000000
108	26	0.998741	198	198	True	0.802024	8.126493	1	0.000000
109	198	0.997888	262	262	True	0.845311	5.530535	1	0.000000
110	262	0.997520	333	333	True	1.063540	9.773363	1	0.000000
111	333	0.998087	198	198	True	0.817922	3.634340	1	0.000000
112	198	0.997826	262	262	True	0.678424	3.624836	1	0.000000
113	262	0.998780	14159	14159	True	0.795762	0.816160	1	0.000000
114	14159	0.998795	198	198	True	0.752425	3.560781	1	0.000000
115	198	0.998585	92	92	True	0.905829	8.399792	1	0.000000
116	92	0.998333	271	271	True	1.098717	5.529955	1	0.000000
summary	n_positions	117
summary	n_vocab	248320
summary	min_cosine	0.994483
summary	min_cosine_pos	44
summary	mean_cosine	0.998241
summary	median_cosine	0.998446
summary	positions_below_0_98	[]
summary	n_below_0_98	0
summary	argmax_mismatches	[8, 12, 57, 71]
summary	n_argmax_mismatches	4
summary	max_abs_diff	1.694886
summary	max_abs_diff_pos	44
