label	pos	idx	tensor	layer	n	bit_equal	rel_l2	max_abs	llama_first4	apr_first4
p4	1	511	z-8	8	2048	171	2.196070e-07	1.907349e-06	0.129189953,0.852301598,0.84894979,0.0237883329	0.129189968,0.852301776,0.848949552,0.0237878859
p4	1	512	final_output-8	8	2048	75	4.702302e-07	5.960464e-07	-0.00275981124,0.000954264135,0.00282700756,9.41754752e-06	-0.00275981077,0.000954264891,0.00282700663,9.41728831e-06
p4	1	513	linear_attn_out-8	8	1024	71	5.256454e-07	2.980232e-08	-0.15149346,-0.0106574269,0.0286827851,0.0128699066	-0.151493475,-0.0106574316,0.0286827963,0.0128698954
p4	1	514	attn_residual-8	8	1024	19	1.467402e-06	3.124587e-07	-0.36503154,0.00536057632,-0.0610855818,0.0388282612	-0.365031719,0.0053605549,-0.0610855222,0.0388282016
p4	1	515	attn_post_norm-8	8	1024	24	1.632727e-06	6.727874e-06	-4.97838831,0.106026947,-1.16677594,0.842149556	-4.97839069,0.106026523,-1.16677487,0.842148304
p4	1	516	ffn_out-8	8	1024	67	3.260170e-07	3.725290e-08	0.0220897403,0.0282460954,0.0327258036,-0.0175250992	0.022089757,0.028246101,0.0327257998,-0.0175251104
p4	1	517	l_out-8	8	1024	28	1.442407e-06	3.017485e-07	-0.342941791,0.0336066708,-0.0283597782,0.021303162	-0.34294197,0.0336066559,-0.0283597223,0.0213030912
p4	1	518	attn_norm-9	9	1024	17	1.567025e-06	7.957220e-06	-6.59553385,0.786173582,-0.653514326,0.589978397	-6.59553671,0.786173224,-0.653512955,0.58997637
p4	1	519	conv_output_silu-9	9	6144	607	2.309299e-07	9.536743e-07	0.0206494033,-0.0545470715,-0.276268095,0.113040417	0.0206493884,-0.0545470603,-0.276268095,0.113040343
p4	1	520	q_conv_predelta-9	9	2048	232	2.809015e-07	2.831221e-07	0.0154161407,-0.0407229848,-0.206252337,0.0843921229	0.0154161314,-0.0407229811,-0.206252366,0.0843920782
p4	1	521	k_conv_predelta-9	9	2048	211	3.147854e-07	2.905726e-07	-0.0963886604,-0.0715103671,-0.0530415662,0.00573689397	-0.0963886604,-0.0715103745,-0.0530415513,0.00573690562
p4	1	522	v_conv_predelta-9	9	2048	194	1.738027e-07	4.768372e-07	0.00970649906,-0.00355433184,0.00226925011,-0.0190204214	0.00970649906,-0.00355433789,0.00226925942,-0.0190204196
p4	1	523	a_softplus-9	9	16	16	0.000000e+00	0.000000e+00	0.552089632,0.0283197351,0.564460397,0.597851753	0.552089632,0.0283197351,0.564460397,0.597851753
p4	1	524	gate-9	9	16	16	0.000000e+00	0.000000e+00	-0.223937437,-0.00386271952,-0.192047983,-0.110591456	-0.223937437,-0.00386271952,-0.192047983,-0.110591456
p4	1	525	beta_sigmoid-9	9	16	16	0.000000e+00	0.000000e+00	0.90986383,0.650321066,0.678205192,0.382183999	0.90986383,0.650321066,0.678205192,0.382183999
p4	1	526	state_predelta-9	9	262144	12505	3.138079e-07	3.576279e-07	-1.78642167e-05,2.47036132e-05,-5.80216101e-06,-2.47557033e-08	-1.78642167e-05,2.47036187e-05,-5.80215783e-06,-2.47557548e-08
p4	1	527	new_state-9	9	262144	11299	2.933232e-07	5.960464e-07	-0.000868412142,-0.000613930053,-0.000474657078,5.08167432e-05	-0.000868412142,-0.000613930053,-0.000474656961,5.0816845e-05
p4	1	528	attn_output-9	9	2048	95	5.418342e-07	6.519258e-09	4.28209423e-05,-1.62228644e-05,9.97388634e-06,-8.15189705e-05	4.28209751e-05,-1.62228953e-05,9.97393272e-06,-8.15190215e-05
p4	1	529	z-9	9	2048	229	1.812253e-07	1.609325e-06	-0.293116748,0.737656653,-0.284891874,0.444851398	-0.293116599,0.737656832,-0.284891903,0.444851428
p4	1	530	final_output-9	9	2048	55	4.728167e-07	3.278255e-07	-0.00578282122,-0.00828345492,-0.00129122904,-0.0215765908	-0.00578282401,-0.00828347169,-0.00129123533,-0.0215766057
p4	1	531	linear_attn_out-9	9	1024	55	6.136364e-07	2.374873e-08	0.050242763,-0.0168769211,0.00722694583,-0.0313370675	0.0502427742,-0.0168769285,0.00722694583,-0.0313370824
p4	1	532	attn_residual-9	9	1024	27	1.492206e-06	2.998859e-07	-0.292699039,0.0167297497,-0.0211328324,-0.0100339055	-0.292699188,0.0167297274,-0.0211327765,-0.0100339912
p4	1	533	attn_post_norm-9	9	1024	28	1.655975e-06	6.556511e-06	-4.05196953,0.324357331,-0.395601004,-0.22000666	-4.05197096,0.324356854,-0.395599902,-0.220008522
