label	pos	tensor	layer	type	point	rel_before	rel_after	step	cos	sub	sub_rel	sub_cos
p4	2	attn_residual-3	3	full_attention	mixer	0.075581	0.078410	0.002829	0.996923	attn_output-3	0.103404	0.994843
p4	2	l_out-3	3	full_attention	ffn	0.078410	0.088621	0.010211	0.996067	ffn_out-3	0.131810	0.991742
p4	2	attn_residual-4	4	linear_gated_deltanet	mixer	0.088621	0.089909	0.001288	0.995958	linear_attn_out-4	0.146158	0.989403
p4	2	l_out-4	4	linear_gated_deltanet	ffn	0.089909	0.089772	-0.000137	0.995963	ffn_out-4	0.158456	0.987789
p4	2	attn_residual-5	5	linear_gated_deltanet	mixer	0.089772	0.090204	0.000432	0.995923	linear_attn_out-5	0.144979	0.989928
p4	2	l_out-5	5	linear_gated_deltanet	ffn	0.090204	0.089969	-0.000235	0.995946	ffn_out-5	0.181129	0.984434
p4	2	attn_residual-6	6	linear_gated_deltanet	mixer	0.089969	0.098307	0.008338	0.995209	linear_attn_out-6	0.140275	0.990625
p4	2	l_out-6	6	linear_gated_deltanet	ffn	0.098307	0.099733	0.001426	0.995050	ffn_out-6	0.145772	0.989352
p4	2	attn_residual-7	7	full_attention	mixer	0.099733	0.101733	0.002000	0.994870	attn_output-7	0.100664	0.994948
p4	2	l_out-7	7	full_attention	ffn	0.101733	0.099541	-0.002192	0.995261	ffn_out-7	0.159171	0.987252
p4	2	attn_residual-8	8	linear_gated_deltanet	mixer	0.099541	0.104079	0.004538	0.994727	linear_attn_out-8	0.147828	0.990158
p4	2	l_out-8	8	linear_gated_deltanet	ffn	0.104079	0.106300	0.002221	0.994440	ffn_out-8	0.159792	0.987154
p4	2	attn_residual-9	9	linear_gated_deltanet	mixer	0.106300	0.110722	0.004422	0.993952	linear_attn_out-9	0.167766	0.985829
p4	2	l_out-9	9	linear_gated_deltanet	ffn	0.110722	0.111696	0.000974	0.993794	ffn_out-9	0.184473	0.982874
p4	2	attn_residual-10	10	linear_gated_deltanet	mixer	0.111696	0.111573	-0.000123	0.993773	linear_attn_out-10	0.160899	0.987305
p4	2	l_out-10	10	linear_gated_deltanet	ffn	0.111573	0.113096	0.001523	0.993593	ffn_out-10	0.156035	0.987756
p4	2	attn_residual-11	11	full_attention	mixer	0.113096	0.115773	0.002677	0.993283	attn_output-11	0.157221	0.987565
p4	2	l_out-11	11	full_attention	ffn	0.115773	0.117525	0.001752	0.993086	ffn_out-11	0.176841	0.984256
p4	2	attn_residual-12	12	linear_gated_deltanet	mixer	0.117525	0.120888	0.003363	0.992696	linear_attn_out-12	0.191985	0.982420
p4	2	l_out-12	12	linear_gated_deltanet	ffn	0.120888	0.127260	0.006372	0.991869	ffn_out-12	0.212848	0.977178
p4	2	attn_residual-13	13	linear_gated_deltanet	mixer	0.127260	0.137094	0.009834	0.990558	linear_attn_out-13	0.234516	0.973018
p4	2	l_out-13	13	linear_gated_deltanet	ffn	0.137094	0.135378	-0.001716	0.990854	ffn_out-13	0.202157	0.979380
p4	2	attn_residual-14	14	linear_gated_deltanet	mixer	0.135378	0.134748	-0.000630	0.990912	linear_attn_out-14	0.171803	0.985895
p4	2	l_out-14	14	linear_gated_deltanet	ffn	0.134748	0.128091	-0.006657	0.991781	ffn_out-14	0.178383	0.983997
p4	2	attn_residual-15	15	full_attention	mixer	0.128091	0.134329	0.006238	0.991013	attn_output-15	0.176516	0.984311
